#x value	u(x) numerical	u(x) analytical
0		0		0
9.999e-05	9.999e-05		9.999e-05
0.00019998	0.00019998		0.00019998
0.00029997	0.00029997		0.00029997
0.00039996	0.00039996		0.00039996
0.00049995	0.00049995		0.00049995
0.00059994	0.00059994		0.00059994
0.00069993	0.00069993		0.00069993
0.00079992	0.00079992		0.00079992
0.00089991	0.00089991		0.00089991
0.0009999	0.0009999		0.0009999
0.00109989	0.00109989		0.00109989
0.00119988	0.00119988		0.00119988
0.00129987	0.00129987		0.00129987
0.00139986	0.00139986		0.00139986
0.00149985	0.00149985		0.00149985
0.00159984	0.00159984		0.00159984
0.00169983	0.00169983		0.00169983
0.00179982	0.00179982		0.00179982
0.00189981	0.00189981		0.00189981
0.0019998	0.0019998		0.0019998
0.00209979	0.00209979		0.00209979
0.00219978	0.00219977		0.00219977
0.00229977	0.00229976		0.00229976
0.00239976	0.00239975		0.00239975
0.00249975	0.00249974		0.00249974
0.00259974	0.00259973		0.00259973
0.00269973	0.00269972		0.00269972
0.00279972	0.00279971		0.00279971
0.00289971	0.0028997		0.0028997
0.0029997	0.00299969		0.00299969
0.00309969	0.00309968		0.00309968
0.00319968	0.00319966		0.00319966
0.00329967	0.00329965		0.00329965
0.00339966	0.00339964		0.00339964
0.00349965	0.00349963		0.00349963
0.00359964	0.00359962		0.00359962
0.00369963	0.0036996		0.0036996
0.00379962	0.00379959		0.00379959
0.00389961	0.00389958		0.00389958
0.0039996	0.00399957		0.00399957
0.00409959	0.00409956		0.00409956
0.00419958	0.00419954		0.00419954
0.00429957	0.00429953		0.00429953
0.00439956	0.00439952		0.00439952
0.00449955	0.0044995		0.0044995
0.00459954	0.00459949		0.00459949
0.00469953	0.00469948		0.00469948
0.00479952	0.00479946		0.00479946
0.00489951	0.00489945		0.00489945
0.0049995	0.00499944		0.00499944
0.00509949	0.00509942		0.00509942
0.00519948	0.00519941		0.00519941
0.00529947	0.0052994		0.0052994
0.00539946	0.00539938		0.00539938
0.00549945	0.00549937		0.00549937
0.00559944	0.00559935		0.00559935
0.00569943	0.00569934		0.00569934
0.00579942	0.00579932		0.00579932
0.00589941	0.00589931		0.00589931
0.0059994	0.00599929		0.00599929
0.00609939	0.00609928		0.00609928
0.00619938	0.00619926		0.00619926
0.00629937	0.00629924		0.00629924
0.00639936	0.00639923		0.00639923
0.00649935	0.00649921		0.00649921
0.00659934	0.0065992		0.0065992
0.00669933	0.00669918		0.00669918
0.00679932	0.00679916		0.00679916
0.00689931	0.00689915		0.00689915
0.0069993	0.00699913		0.00699913
0.00709929	0.00709911		0.00709911
0.00719928	0.00719909		0.00719909
0.00729927	0.00729907		0.00729907
